id,name,address,latitude,longitude,category,page,price,rating,review_cnt,call_number,city_id
142,권숙수,권숙수,37.52437,127.04355,한식,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/kwonsooksoo,가격대 높음,4.3,55.0,02-542-6268,1
143,레스쁘아 뒤 이부,레스쁘아 뒤 이부,37.5245,127.04227,프렌치,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/l-espoir-du-hibou,가격대 약간 높음,3.2,62.0,02-517-6034,1
144,스와니예,스와니예,37.51933,127.01903,이노베이티브,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/soigne,가격대 높음,,0.0,02-3477-9386,1
145,부촌육회,부촌육회,37.57034,126.99991,육회,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/buchon-yukhoe,가격대 낮음,4.2,481.0,02-2267-1831,9
146,이문설농탕,이문설농탕,37.57272,126.98388,설렁탕,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/imun-seolnongtang,가격대 낮음,3.1,332.0,02-733-6526,9
147,꽃밥에피다,꽃밥에피다,37.57535,126.98404,한식,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/a-flower-blossom-on-the-rice,가격대 보통,,0.0,02-732-0276,9
148,호빈,호빈,37.5599583,127.0024232,중식,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/haobin,가격대 높음,4.2,12.0,02-2270-3141,7
149,정식당,정식당,37.525584,127.041069,컨템퍼러리,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/jungsik511965,가격대 높음,3.1,349.0,02-517-4654,1
150,비네토,비네토,35.15182,129.11473,이탤리언,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/vigneto,가격대 낮음,,0.0,010-2981-8078,6
151,마테르,마테르,37.52337,127.03464,"컨템퍼러리, 스칸디나비안",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/mater-1210122,가격대 보통,4.5,13.0,02-518-5879,1
152,맷돌,맷돌,37.53808,127.05065,멕시칸,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/mattdol,가격대 낮음,,0.0,010-2658-2948,2
153,러브얼스,러브얼스,35.15644,129.1185,비건,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/loveurth,가격대 낮음,4.6,54.0,070-4647-2420,6
154,해남천일관,해남천일관,37.49862,127.00195,한식,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/haenam-cheonilgwan,가격대 보통,3.7,10.0,02-568-7775,5
155,소공간,소공간,35.16168,129.16738,코리안 컨템퍼러리,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/sogonggan,가격대 보통,4.7,12.0,010-5191-9002,14
156,머스트루,머스트루,35.16149,129.17634,유러피언,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/mustrue,가격대 보통,4.5,2.0,010-4569-2301,14
157,소바쥬,소바쥬,37.54126,126.94629,일식,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/sobajuu,가격대 보통,4.9,11.0,,3
158,유한,유한,37.53482,127.00108,타이,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/youhan,가격대 낮음,4.1,36.0,070-8691-1509,11
159,알고리즘,알고리즘,37.5233164,127.0374241,"컨템퍼러리, 재패니즈 컨템퍼러리",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/aelgerizm,가격대 약간 높음,4.0,3.0,010-3015-3869,1
160,페리지,페리지,37.51126,127.04949,컨템퍼러리,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/perigee,가격대 보통,4.0,43.0,,1
161,해목,해목,35.16174,129.15977,일식,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/haemok,가격대 보통,4.1,669.0,0507-1385-3730,14
162,야키토리 키유,야키토리 키유,37.54059,126.95149,야키토리,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/yakitori-kiyu,가격대 보통,4.8,13.0,02-702-1120,3
163,알트에이,알트에이,37.53245,126.99446,"비건, 중식",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/alt-a,가격대 낮음,4.7,67.0,02-790-8688,11
164,RMW Carne,RMW Carne,37.53483,127.00085,스테이크하우스,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/rmw-carne,가격대 보통,3.5,28.0,0503-7151-7104,11
165,서령,서령,37.55857,126.97546,메밀국수,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/seoryung,가격대 낮음,4.3,330.0,0503-7150-8217,7
166,능동미나리,능동미나리,37.53008,126.97078,곰탕,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/neungdong-minari,가격대 낮음,4.3,496.0,02-790-1026,11
167,산로,산로,37.52417,127.04978,일식,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/sanro,가격대 높음,4.0,8.0,0506-465-6292,1
168,백일평냉,백일평냉,35.14855,129.11164,냉면,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/100-1-pyeongnaeng,가격대 낮음,,0.0,051-625-5515,6
169,레귬,레귬,37.51938,127.01932,"비건, 베지테리안",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/legume,가격대 보통,4.3,9.0,0507-1365-1567,1
170,에스콘디도,에스콘디도,37.53517,127.01046,멕시칸,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/escondido,가격대 약간 높음,5.0,2.0,0507-1347-8419,11
171,피리피리,피리피리,35.16379,129.11807,타이,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/pili-pili,가격대 낮음,,0.0,010-7997-4143,6
172,빈호,빈호,37.51866,127.03814,컨템퍼러리,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/vinho,가격대 약간 높음,4.7,15.0,010-9677-2302,1
173,이와,이와,35.15959,129.15384,일식,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/iwa,가격대 보통,,0.0,010-8543-3356,14
174,엘픽,엘픽,37.52237,127.04659,바비큐,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/elpic,가격대 약간 높음,4.4,34.0,,1
175,알레즈,알레즈,37.53479,127.01029,모던 요리,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/al-aise,가격대 약간 높음,3.9,18.0,,11
176,이스트,이스트,37.5263,127.03556,컨템퍼러리,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/y-east,가격대 약간 높음,4.9,10.0,070-8855-0470,1
177,구찌 오스테리아 다 마시모 보투라,구찌 오스테리아 다 마시모 보투라,37.5192193,127.0413985,이탤리언 컨템퍼러리,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/gucci-osteria-da-massimo-bottura-1203402,가격대 약간 높음,3.6,11.0,02-795-1119,1
178,중화복춘 살롱,중화복춘 살롱,37.56068,126.92335,중식,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/zhonghuafuchun-salon,가격대 보통,4.1,32.0,010-5124-2207,3
179,시오,시오,37.5205428,127.0391949,"컨템퍼러리, 재패니즈 컨템퍼러리",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/siio,가격대 약간 높음,4.5,40.0,0507-1335-6239,1
180,강민철 레스토랑,강민철 레스토랑,37.5249,127.04365,프렌치 컨템퍼러리,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/kang-minchul-restaurant,가격대 높음,4.5,10.0,02-545-2511,1
181,금수복국,금수복국,35.16242,129.1645,복어,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/kumsu-bokguk,가격대 보통,3.9,472.0,051-742-3600,14
182,에쌍스,에쌍스,37.48179,127.01336,프렌치,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/essence-1207862,가격대 보통,3.6,29.0,010-8010-5099,5
183,오프닝,오프닝,37.51844,127.03105,컨템퍼러리,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/opnng,가격대 약간 높음,4.5,29.0,02-2088-5844,1
184,나가하마 만게츠,나가하마 만게츠,35.16664,129.15748,라멘,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/nagahama-mangetsu,가격대 낮음,4.2,469.0,051-731-0886,14
185,해운대 암소갈비집,해운대 암소갈비집,35.16324,129.16629,바비큐,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/haeundae-rib-barbecue-restaurant,가격대 보통,3.3,425.0,051-746-0033,14
186,윤서울,윤서울,37.52416,127.03906,한식,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/yun,가격대 약간 높음,4.4,10.0,02-336-3323,1
187,가겐 바이 최준호,가겐 바이 최준호,37.52451,127.04523,일식,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/gaggen,가격대 높음,5.0,6.0,010-4584-2154,1
188,보르고 한남,보르고 한남,37.53687,127.00187,이탤리언,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/borgo-hannam,가격대 약간 높음,3.7,23.0,02-6082-2727,11
189,하네,하네,37.5275808,127.0348773,스시,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/hane,가격대 높음,4.3,21.0,010-9773-0887,1
190,디 템포레,디 템포레,37.532213,127.0081086,프렌치,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/de-tempore,가격대 보통,4.1,38.0,070-4848-6359,11
191,세븐스도어,세븐스도어,37.52237,127.05429,"컨템퍼러리, 한식",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/7th-door,가격대 높음,4.3,14.0,02-542-3010,1
192,아웃트로 바이 비토,아웃트로 바이 비토,35.15835,129.12786,유러피언,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/outro-by-vito,가격대 보통,3.7,20.0,051-758-7123,6
193,에그 앤 플라워,에그 앤 플라워,37.545342,126.984447,이탤리언,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/egg-flour,가격대 보통,2.9,23.0,,11
194,현우동,현우동,37.51698,127.02429,우동,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/hyun-udon,가격대 낮음,3.7,220.0,02-515-3622,1
195,정육면체,정육면체,37.55665,126.93576,국수,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/tasty-cube,가격대 낮음,3.8,418.0,070-4179-3819,4
196,홍연,홍연,37.56441,126.9797,중식,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/hong-yuan,가격대 높음,4.0,38.0,02-317-0494,7
197,오스테리아 어부,오스테리아 어부,35.15394,129.06253,이탤리언,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/osteria-aboo,가격대 약간 높음,,0.0,051-802-8858,8
198,팔레트,팔레트,35.15659,129.17844,컨템퍼러리,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/palate,가격대 보통,4.3,25.0,051-626-2364,14
199,으뜸 이로리바타,으뜸 이로리바타,35.1373479,129.0292733,일식,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/eutteum-iroribata,가격대 보통,4.8,37.0,010-6640-2884,6
200,오부이용,오부이용,37.5311165,127.0073647,프렌치,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/au-bouillon,가격대 보통,4.6,56.0,0502-5551-1801,2
201,진중 우육면관,진중 우육면관,37.56854,126.98612,국수,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/niroumianguan,가격대 낮음,4.4,624.0,070-7777-2256,9
202,알라 프리마,알라 프리마,37.51346,127.02602,이노베이티브,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/alla-prima,가격대 높음,4.5,73.0,02-511-2555,1
203,쿠시카와,쿠시카와,37.48268,127.04566,쿠시아게,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/kushi-kawa,가격대 보통,4.4,16.0,02-579-0538,1
204,오스테리아 오르조,오스테리아 오르조,37.53486,127.00946,이탤리언,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/osteria-orzo,가격대 보통,4.3,276.0,010-6361-0801,11
205,소설한남,소설한남,37.53528,127.00914,한식,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/soseoul-hannam,가격대 높음,4.1,36.0,02-797-5995,11
206,광화문 국밥,광화문 국밥,37.5689,126.97541,돼지국밥,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/gwanghwamun-gukbap,가격대 낮음,4.0,436.0,02-738-5688,7
207,서울 다이닝,서울 다이닝,37.55919,127.00359,컨템퍼러리,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/seoul-dining,가격대 보통,4.3,69.0,02-6325-6321,7
208,고료리 켄,고료리 켄,37.52298,127.03478,"컨템퍼러리, 재패니즈 컨템퍼러리",https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/goryori-ken,가격대 높음,4.2,8.0,02-511-7809,1
209,벽제갈비,벽제갈비,37.51007,127.12619,바비큐,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/byeokje-galbi,가격대 약간 높음,3.0,54.0,02-415-5522,18
210,교다이야,교다이야,37.54681,126.91317,우동,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/kyodaiya,가격대 낮음,3.8,365.0,02-2654-2645,3
211,임병주 산동 칼국수,임병주 산동 칼국수,37.48458,127.02988,칼국수,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/limbyungjoo-sandong-kalguksu,가격대 낮음,3.3,444.0,02-3473-7972,5
212,미미 면가,미미 면가,37.52003,127.02108,국수,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/mimi-myeonga,가격대 낮음,3.6,288.0,0507-1413-5466,1
213,미토우,미토우,37.52206,127.04502,일식,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/mitou,가격대 높음,4.2,14.0,,1
214,톡톡,톡톡,37.52237,127.05429,컨템퍼러리,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/toc-toc,가격대 보통,3.5,51.0,02-542-3030,1
215,툭툭 누들 타이,툭툭 누들 타이,37.56514,126.92401,타이,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/tuktuk-noodle-thai,가격대 낮음,3.5,314.0,070-4407-5130,3
216,삼원가든,삼원가든,37.52499,127.03297,바비큐,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/samwon-garden,가격대 보통,,0.0,02-548-3030,1
217,볼트 스테이크하우스,볼트 스테이크하우스,37.52496,127.04496,스테이크하우스,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/vault-steakhouse,가격대 높음,3.5,84.0,02-544-9235,1
218,이치류,이치류,37.55061,126.91913,바비큐,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/ichiryu,가격대 낮음,4.2,93.0,02-3144-1312,3
219,백년옥,백년옥,37.48115,127.01374,두부,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/baecnyunok,가격대 낮음,3.0,290.0,02-523-2860,5
220,화해당,화해당,37.52689,126.91706,게장,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/hwa-hae-dang,가격대 보통,3.7,39.0,02-785-4422,29
221,라미띠에,라미띠에,37.52591,127.04455,프렌치,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/l-amitie,가격대 약간 높음,4.4,38.0,02-546-9621,1
222,자하 손만두,자하 손만두,37.59309,126.96603,만두,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/jaha-son-mandu,가격대 낮음,2.7,357.0,02-379-2648,9
223,담미옥,담미옥,35.15186,129.02054,냉면,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/damiok,가격대 낮음,3.9,65.0,,8
224,레썽스,레썽스,35.14477,129.11062,프렌치,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/l-essence,가격대 보통,4.7,11.0,0503-7150-1100,6
225,램지,램지,35.15333,129.12528,프렌치,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/ramsey,가격대 약간 높음,4.3,7.0,010-9406-3135,6
226,뉴러우멘관즈,뉴러우멘관즈,35.14029,129.10842,타이완,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/niurou-mian-guan-zi,가격대 낮음,,0.0,051-623-0251,6
227,안암,안암,37.57939,126.98446,돼지국밥,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/anam,가격대 낮음,,0.0,0507-1463-8189,9
228,야키토리 해공,야키토리 해공,35.15823,129.12712,야키토리,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/yakitori-haegong,가격대 보통,4.6,17.0,051-758-8333,6
229,모리,모리,35.1602,129.16659,일식,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/mori,가격대 약간 높음,4.7,6.0,051-731-9889,14
230,레땅,레땅,35.17255,129.05523,프렌치,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/l-etang,가격대 보통,4.5,13.0,,8
231,차애전 할매 칼국수,차애전 할매 칼국수,35.18716,129.10249,칼국수,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/cha-ae-jeon-halmae-kalguksu,가격대 낮음,3.5,87.0,051-751-9639,28
232,야키토리 온정,야키토리 온정,35.15866,129.06284,야키토리,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/yakitori-onjung,가격대 낮음,4.5,41.0,010-9649-9293,8
233,쉐프곤,쉐프곤,35.10011,129.02731,유러피언 컨템퍼러리,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/chef-gon,가격대 약간 높음,4.6,5.0,010-4585-6607,20
234,르도헤,르도헤,35.15543,129.14665,코리안 컨템퍼러리,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/le-dorer,가격대 약간 높음,4.5,67.0,051-747-8522,14
235,계월곰탕,계월곰탕,37.53952,127.04762,곰탕,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/kyewol-gomtang,가격대 낮음,3.6,53.0,070-8703-0310,2
236,굿모닝홍콩,굿모닝홍콩,35.15875,129.06444,중식,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/good-morning-hongkong,가격대 낮음,4.5,143.0,,8
237,일 베키오,일 베키오,37.5763,126.89462,이탤리언,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/il-vecchio,가격대 보통,3.3,763.0,02-302-0944,3
238,코르 파스타바,코르 파스타바,35.15264,129.06769,이탤리언,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/cor-pasta-bar,가격대 낮음,4.1,27.0,,8
239,동경밥상,동경밥상,35.14839,129.11386,장어,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/tokyo-babsang,가격대 낮음,3.9,87.0,070-7576-1428,6
240,레스토랑 알렌,레스토랑 알렌,37.5036,127.0418,컨템퍼러리,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/restaurant-allen,가격대 높음,4.7,20.0,02-6985-7214,1
241,안목,안목,35.14492,129.11076,돼지국밥,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/anmok,가격대 낮음,4.1,165.0,070-8778-0519,6
242,부다면옥,부다면옥,35.16237,129.16298,냉면,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/buda-myeonoak,가격대 낮음,3.9,98.0,051-746-8872,14
243,기가스,기가스,37.55696,126.97809,지중해식,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/gigas,가격대 약간 높음,4.6,14.0,02-3448-9929,7
244,르오뇽,르오뇽,37.52177,127.02053,프렌치,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/l-oignon,가격대 보통,4.8,33.0,0507-1324-9187,1
245,이타닉 가든,이타닉 가든,37.50304,127.04158,코리안 컨템퍼러리,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/eatanic-garden,가격대 높음,4.8,28.0,02-727-7610,1
